TypeDescription,Score,Grade,Latitude,Longitude
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1454,-85.8676
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,A,38.1086,-85.866
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.1491,-85.811
FOOD SERVICE,96,A,38.172,-85.8261
FOOD SERVICE,99,A,38.1691,-85.7688
FOOD SERVICE,96,A,38.1706,-85.77
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,97,A,38.2475,-85.7708
FOOD SERVICE,100,,38.2473,-85.61
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.2289,-85.7577
SUPERMARKET WITH PROCESSING,95,,0,0
FOOD SERVICE,93,A,38.2266,-85.7551
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,A,38.1291,-85.6817
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.1119,-85.8608
FOOD SERVICE,94,A,38.1318,-85.7915
FOOD SERVICE,85,C,38.1343,-85.6846
PRE-PACKAGED RETAIL,98,,38.1375,-85.6804
FOOD SERVICE,92,A,38.2993,-85.5595
FOOD SERVICE,92,C,38.1819,-85.637
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1708,-85.602
PRE-PACKAGED RETAIL,96,,38.2474,-85.773
FOOD SERVICE,99,A,38.2026,-85.7614
FOOD SERVICE,98,A,38.1705,-85.7699
FOOD SERVICE,98,A,38.157,-85.7023
FOOD SERVICE,99,A,38.1306,-85.8742
FOOD SERVICE,98,A,38.3413,-85.6204
FOOD SERVICE,99,A,38.2437,0
FOOD SERVICE,97,A,38.1942,-85.5651
FOOD SERVICE,99,A,38.2379,-85.5764
PRE-PACKAGED RETAIL,100,,38.2108,-85.5989
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.3123,-85.5693
FOOD SERVICE,99,A,38.1885,-85.5644
RETAIL WITH LIMITED SERVICE,100,,38.1322,-85.6865
FOOD SERVICE (HOSPITAL / NURSING HOME,100,A,38.1216,-85.6447
FOOD SERVICE,97,A,38.29717,-85.56112
PRE-PACKAGED RETAIL,100,,38.2926,-85.5276
PRE-PACKAGED RETAIL,100,,38.2926,-85.5276
FOOD SERVICE,100,A,38.323,-85.5658
FOOD SERVICE,96,A,38.1135,-85.836
FOOD SERVICE (HOSPITAL / NURSING HOME,,,38.2294,-85.7116
FOOD SERVICE,,,38.2726,-85.5285
FOOD SERVICE,97,A,38.2348,-85.7177
FOOD SERVICE,99,A,38.142,-85.431
"RETAIL-FOOD  10,000 SQ FT OR LESS",90,C,38.1512,-85.7663
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,B,38.2061,-85.7659
FOOD SERVICE,,,38.2569,-85.7169
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.2381,-85.6386
FOOD SERVICE COMMISSARY,97,A,38.193,-85.7405
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.2617,-85.784
FOOD SERVICE,,,38.14,-85.375
FOOD SERVICE,97,A,38.2521,-85.6573
FOOD SERVICE,98,A,38.2585,-85.6368
FOOD SERVICE,95,A,38.2147,-85.5908
FOOD SERVICE,95,A,38.2541,-85.6749
FOOD SERVICE,100,A,38.2542,-85.7548
FOOD SERVICE,100,A,38.2542,-85.7548
FOOD SERVICE,100,A,38.2542,-85.7548
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1234,-85.694
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1595,-85.7627
FOOD SERVICE,97,A,38.1021,-85.8865
FOOD SERVICE,96,A,38.2376,-85.7303
FOOD SERVICE COMMISSARY,99,A,38.2527,-85.6577
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.151,-85.441
FOOD SERVICE,100,A,38.1951,-85.7383
FOOD SERVICE,100,A,38.2173,-85.8056
FOOD SERVICE,96,A,38.2493,-85.6382
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2507,-85.6331
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2507,-85.822
FOOD SERVICE,99,A,38.2099,0
FOOD SERVICE,100,A,38.2207,-85.7205
FOOD SERVICE,99,A,38.2567,-85.7517
FOOD SERVICE,95,A,38.2537,-85.7571
FOOD SERVICE,96,A,38.2154,-85.5396
FOOD SERVICE,100,A,38.2131,-85.6728
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.113,-85.7474
STATIONARY RESTRICTED CONCESSON,100,,38.2152,-85.7556
FOOD SERVICE,97,A,37.3045,-85.576
FOOD SERVICE,100,A,38.2084,-85.7513
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.1986,-85.839
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1053,-85.875
FOOD SERVICE COMMISSARY,97,A,38.25,-85.728
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.2356,-85.7391
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,97,A,38.1504,-85.493
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.1026,-85.8692
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.1026,-85.8692
FOOD SERVICE,92,A,38.1155,-85.6901
FOOD SERVICE,99,A,38.1957,-85.7829
RETAIL WITH LIMITED SERVICE,96,,38.2104,-85.7798
FOOD SERVICE,99,A,38.2036,-85.7632
FOOD SERVICE,98,A,38.1513,-85.5874
"RETAIL-FOOD  10,000 SQ FT OR LESS",91,A,38.2582,-85.7871
FOOD SERVICE,100,A,38.2057,-85.6662
FOOD SERVICE,97,A,38.2492,-85.8087
FOOD SERVICE,98,A,38.2594,-85.7941
FOOD SERVICE,98,A,38.1513,-85.5499
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.216,-85.5397
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.216,-85.5397
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2106,-85.823
"RETAIL-FOOD  10,000 SQ FT OR LESS",93,A,38.2298,-85.7898
"RETAIL-FOOD  10,000 SQ FT OR LESS",93,,38.2298,-85.7898
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2339,-85.7924
FOOD SERVICE,98,A,38.2348,-85.7178
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,0,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.2227,-85.7519
"RETAIL-FOOD  10,000 SQ FT OR LESS",92,,38.2227,-85.7519
FOOD SERVICE COMMISSARY,99,A,38.25323,-85.78167
CATERERS,99,A,38.2532,-85.7817
FOOD SERVICE (HOSPITAL / NURSING HOME,100,A,38.1787,-85.6071
FOOD SERVICE,97,A,38.1446,-85.5852
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.1791,-85.6239
FOOD SERVICE,88,C,38.1086,-85.8657
PRE-PACKAGED RETAIL,98,,38.2738,0
FOOD SERVICE,99,A,38.1951,-85.7383
FOOD SERVICE COMMISSARY,99,A,38.1991,-85.7415
FOOD SERVICE,99,A,38.1951,-85.7383
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1232,-85.6427
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1232,-85.6427
CATERERS,100,A,38.217,-85.571
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2033,-85.6415
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1998,-85.623
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.95,-85.739
FOOD SERVICE,99,A,38.14,-85.6817
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.2421,-85.792
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.2421,-85.792
"RETAIL-FOOD  10,001 SQ FT OR OVER",97,,38.1425,-85.8702
FOOD SERVICE,95,A,38.1987,-85.7327
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,97,A,38.2504,-85.6363
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,A,38.2493,-85.6436
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,38.2142,-85.7831
FOOD SERVICE,100,A,38.218,-85.727
PRE-PACKAGED RETAIL,96,,38.565,-85.8847
FOOD SERVICE,100,A,38.25618,-85.74874
FOOD SERVICE,98,A,38.2566,-85.7492
FOOD SERVICE (HOSPITAL / NURSING HOME,100,A,38.1787,-85.6071
FOOD SERVICE,99,A,38.1819,-85.637
"RETAIL-FOOD  10,001 SQ FT OR OVER",99,A,38.1427,-85.5872
FOOD SERVICE,96,A,38.1052,-85.8689
FOOD SERVICE,95,A,38.2337,-85.6328
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.2232,-85.6693
FOOD SERVICE,98,A,38.2121,-85.6726
SUPERMARKET WITH PROCESSING,100,,38.2544,-85.6948
FOOD SERVICE,100,A,38.2558,-85.7667
FOOD SERVICE,96,A,38.1974,-86.799
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2142,-85.7831
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2142,-85.7831
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.155,-85.6592
FOOD SERVICE,97,A,38.155,-85.6592
FOOD SERVICE,97,A,38.1379,-85.6696
FOOD SERVICE,100,A,38.2542,-85.7332
FOOD SERVICE,99,A,38.144,-85.434
FOOD SERVICE,92,A,38.2891,-85.5144
"RETAIL-FOOD  10,001 SQ FT OR OVER",98,A,38.1597,-85.7642
"RETAIL-FOOD  10,001 SQ FT OR OVER",94,,38.1597,-85.7642
FOOD SERVICE COMMISSARY,100,A,38.2539,-87.7812
FOOD SERVICE,98,A,38.2831,-85.6302
FOOD SERVICE,98,A,38.1083,-85.6716
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,38.2203,-85.6356
FOOD SERVICE,99,A,38.2003,-85.7035
SUPERMARKET WITH PROCESSING,96,,38.2008,-85.686
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.995,-85.8722
"RETAIL-FOOD  10,000 SQ FT OR LESS",92,,38.1519,-85.82
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1728,-85.7101
"RETAIL-FOOD  10,000 SQ FT OR LESS",88,C,38.1559,-85.6585
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.1559,-85.6585
FOOD SERVICE,86,C,38.1415,-85.6708
FOOD SERVICE,100,,38.1861,-85.7416
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1707,-85.7092
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.871,-85.6668
FOOD SERVICE,98,A,38.1891,-85.8097
FOOD SERVICE (HOSPITAL / NURSING HOME,97,A,38.2242,-85.6531
FOOD SERVICE,98,A,38.2242,0
FOOD SERVICE,98,A,38.2341,-85.7126
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2205,0
STATIONARY RESTRICTED CONCESSON,100,,38.2205,-85.7124
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.113,-85.7474
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.902,-85.8749
FOOD SERVICE,99,A,38.2957,-85.5571
FOOD SERVICE,93,A,38.1666,-85.6033
FOOD SERVICE,93,A,38.21194,-85.78645
FOOD SERVICE,99,A,38.84,-85.6702
FOOD SERVICE,99,A,38.2585,-85.6368
FOOD SERVICE,98,A,38.1844,-85.7406
FOOD SERVICE,96,A,38.1844,-85.7406
FOOD SERVICE,94,A,38.2456,-85.7287
FOOD SERVICE (HOSPITAL / NURSING HOME,96,A,38.2242,-85.6106
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,94,A,38.1963,-85.7085
FOOD SERVICE,99,A,38.1556,-85.7157
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1459,-85.776
FOOD SERVICE,95,A,38.2863,-85.57022
FOOD SERVICE,100,A,38.2279,-85.7801
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.2296,-85.7871
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1818,-85.7836
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.1574,-85.6964
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,38.2289,-85.7577
FOOD SERVICE,97,A,38.2206,-85.7612
FOOD SERVICE,96,A,38.855,-85.8791
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1119,-85.8608
FOOD SERVICE,97,A,38.3384,-85.6205
FOOD SERVICE,99,A,38.3402,-85.6194
FOOD SERVICE,97,A,38.186,-85.6357
FOOD SERVICE,93,A,38.1755,-85.7131
FOOD SERVICE,97,A,38.1414,-85.6705
PRE-PACKAGED RETAIL,100,,38.504,-85.8962
FOOD SERVICE,98,A,38.2225,-85.6841
FOOD SERVICE,97,A,0,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2543,-85.6935
FOOD SERVICE,99,A,38.2444,-85.5761
FOOD SERVICE,96,A,38.2099,-85.7635
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.2476,-85.7691
PRE-PACKAGED RETAIL,98,,38.2356,-85.7614
FOOD SERVICE,98,A,38.2391,-85.8134
RETAIL WITH LIMITED SERVICE,99,,38.25,-85.81
FOOD SERVICE,100,A,38.308,-85.5766
FOOD SERVICE,100,A,38.1517,-85.4423
FOOD SERVICE,99,A,38.2954,-85.5554
SCHOOL CAFETERIA OR FOOD SERVICE,98,A,38.1623,-85.7743
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.2805,-85.6347
PRE-PACKAGED RETAIL,97,,38.2874,-85.5711
FOOD SERVICE,,,38.2066,-85.6664
FOOD SERVICE,,,0,0
FOOD SERVICE,,,38.1402,-85.8407
SCHOOL CAFETERIA OR FOOD SERVICE,,,38.2392,-85.8144
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.2506,-85.6314
FOOD SERVICE,99,A,38.2054,-85.7361
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.4443,-85.3268
PRE-PACKAGED RETAIL,100,,38.1546,-85.4247
PRE-PACKAGED RETAIL,100,,38.1962,-85.6035
FOOD SERVICE,97,A,38.2557,-85.7456
FOOD SERVICE,100,A,38.2557,-85.7456
FOOD SERVICE,99,A,38.2557,-85.7456
FOOD SERVICE,100,A,38.2557,-85.7456
FOOD SERVICE,100,A,38.2557,-85.7456
STATIONARY RESTRICTED CONCESSON,100,,38.2564,-85.7445
FOOD SERVICE,100,A,38.2557,-85.7456
FOOD SERVICE,99,A,38.2557,-85.7456
FOOD SERVICE,100,A,38.2564,-83.7446
FOOD SERVICE,100,A,38.2555,-85.7458
FOOD SERVICE,100,A,38.2557,-85.7456
FOOD SERVICE,100,A,38.2557,-85.7456
FOOD SERVICE,100,A,38.1969,-85.8398
"RETAIL-FOOD  10,001 SQ FT OR OVER",99,A,38.2885,-85.5743
"RETAIL-FOOD  10,001 SQ FT OR OVER",99,,38.2885,-85.5743
FOOD SERVICE,98,A,38.2382,-85.7052
FOOD SERVICE,100,A,38.1625,-85.7737
FOOD SERVICE,100,A,38.2,-85.7649
FOOD SERVICE,100,A,38.1654,-85.5985
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2205,-85.6439
FOOD SERVICE,98,A,38.2005,-85.6604
FOOD SERVICE,97,A,38.2285,-85.7619
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2983,-85.5576
FOOD SERVICE,100,A,38.1843,-85.6074
PRE-PACKAGED RETAIL,100,,38.1542,-85.8373
PRE-PACKAGED RETAIL,97,,38.1817,-85.8577
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.2453,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2544,-85.7377
FOOD SERVICE,,,38.1642,-85.7009
FOOD SERVICE,,,38.2902,-85.5111
FOOD SERVICE,97,,38.29717,-85.56112
PRE-PACKAGED RETAIL,96,,38.2217,-85.5797
FOOD SERVICE,99,A,38.2395,-85.723
FOOD SERVICE,100,A,38.2479,-85.6234
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.2356,-85.7391
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.2498,-85.6138
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.2205,-85.5838
FOOD SERVICE,97,A,0,0
FOOD SERVICE,97,A,38.1708,-85.7686
FOOD SERVICE,96,A,38.2473,-85.7722
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.132,-85.7567
FOOD SERVICE,97,A,38.3123,-85.5731
FOOD SERVICE,92,A,38.1152,-85.8601
FOOD SERVICE,100,A,38.2565,-85.7595
FOOD SERVICE,99,A,38.1381,-85.674
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2891,-85.5147
SUPERMARKET WITH PROCESSING,97,,38.2955,-85.5533
SUPERMARKET WITH PROCESSING,98,,38.1964,-85.7932
PRE-PACKAGED RETAIL,95,,38.2103,-85.7646
FOOD SERVICE,99,A,38.2131,-85.5882
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,A,38.18868,-85.63894
FOOD SERVICE,100,A,38.172,-85.6059
FOOD SERVICE,98,A,38.1836,-85.8162
FOOD SERVICE,97,A,38.1954,-85.8109
FOOD SERVICE,99,A,38.1954,-85.8109
FOOD SERVICE,100,A,38.248,-85.6302
FOOD SERVICE,99,A,38.2023,-85.7514
"RETAIL-FOOD  10,001 SQ FT OR OVER",95,,38.888,-85.6645
FOOD SERVICE,97,A,38.1692,-85.6084
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.1691,-85.6044
FOOD SERVICE,,,38.888,-85.6671
FOOD SERVICE,,,38.1381,-85.674
FOOD SERVICE,,,38.2279,-85.7801
FOOD SERVICE,,,38.246,-85.7578
FOOD SERVICE,,,38.205,-85.751
FOOD SERVICE,,,38.2811,-85.6995
FOOD SERVICE,,,38.2549,-85.7513
FOOD SERVICE,,,38.253,-85.7358
FOOD SERVICE,,,38.248,-85.6302
FOOD SERVICE,,,38.252,-85.6496
FOOD SERVICE,,,38.3397,-85.6235
FOOD SERVICE,,,38.2839,-85.6325
FOOD SERVICE,,,38.3082,-85.5769
CATERERS,100,A,38.123,-85.333
FOOD SERVICE,97,A,38.2201,0
FOOD SERVICE,97,A,38.2223,-85.58
PRE-PACKAGED RETAIL,100,,38.2425,-85.7992
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1567,-85.7154
FOOD SERVICE,96,A,38.1757,-86.648
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,A,38.2267,-85.7874
FOOD SERVICE,94,A,38.1946,-85.8041
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1779,-85.8075
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.1268,-85.7754
FOOD SERVICE,,,38.1714,-85.6847
FOOD SERVICE,,,38.158,-85.6606
FOOD SERVICE,,,38.2525,-85.6507
FOOD SERVICE,,,38.2604,-85.6872
FOOD SERVICE,,,38.2558,-85.7599
FOOD SERVICE,,,38.2399,-85.7245
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1172,-85.8932
FOOD SERVICE,87,C,38.295,-85.5564
PRE-PACKAGED RETAIL,99,,38.117,-85.8075
PRE-PACKAGED RETAIL,94,,38.1161,-85.8115
FOOD SERVICE,100,A,39.1748,-85.688
PRE-PACKAGED RETAIL,94,,38.1281,-85.6795
FOOD SERVICE,99,A,38.2536,-85.7031
PRE-PACKAGED RETAIL,100,A,38.2586,-85.7397
FOOD SERVICE,99,,38.1733,-85.7108
PRE-PACKAGED RETAIL,100,,38.1682,-85.7047
FOOD SERVICE,97,A,38.2039,-85.7633
FOOD SERVICE,99,A,38.1917,-85.8066
FOOD SERVICE,97,A,38.3405,-85.6188
FOOD SERVICE,98,A,38.2247,-85.6948
FOOD SERVICE,100,A,38.2535,-85.7056
FOOD SERVICE,99,A,38.2534,-85.7571
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.1517,-85.4416
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.1517,-85.4416
FOOD SERVICE,,,38.1642,-85.7009
SUPERMARKET WITH PROCESSING,100,,38.2563,-85.7539
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1912,-85.7423
FOOD SERVICE COMMISSARY,100,A,38.1816,-85.7655
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.2631,-85.8163
FOOD SERVICE,98,A,38.981,-85.8724
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1814,-85.6373
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,,38.2104,-85.6291
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.3123,-85.5693
FOOD SERVICE,88,C,38.155,-85.7271
FOOD SERVICE COMMISSARY,100,A,38.2532,-85.7817
FOOD SERVICE COMMISSARY,99,A,38.2532,-85.7817
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1791,-85.6239
PRE-PACKAGED RETAIL,98,,38.168,-85.8367
FOOD SERVICE,98,A,38.2178,-85.7555
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.259,-85.7995
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1948,0
"RETAIL-FOOD  10,001 SQ FT OR OVER",94,A,38.2271,-85.8067
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2232,-85.6693
PRE-PACKAGED RETAIL,92,,38.2348,-85.7178
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2206,-85.6454
FOOD SERVICE,100,A,38.221,-85.6313
FOOD SERVICE,100,A,38.2061,-85.5779
FOOD SERVICE,99,A,38.2571,-85.7486
FOOD SERVICE,100,A,38.2546,0
FOOD SERVICE,100,A,38.2245,-85.5759
FOOD SERVICE,91,A,38.2023,-85.6648
FOOD SERVICE,96,A,38.2306,-85.6396
FOOD SERVICE,95,A,38.1997,-85.6616
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2608,-85.7808
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2492,-85.7817
FOOD SERVICE,98,A,38.2489,-85.7879
PRE-PACKAGED RETAIL,99,,38.2589,-85.7879
FOOD SERVICE,98,A,38.2244,-85.6936
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,96,A,38.111,-85.6456
FOOD SERVICE,99,A,38.2581,-85.7568
FOOD SERVICE,,,38.2384,-85.7217
FOOD SERVICE,,,38.239,-85.7213
FOOD SERVICE,,,38.2246,-85.6944
PRE-PACKAGED RETAIL,,,38.2006,-85.6601
FOOD SERVICE,,,38.1961,-85.603
FOOD SERVICE,100,A,38.2577,-85.7632
FOOD SERVICE,92,C,38.2462,-85.7328
FOOD SERVICE,,,38.2868,-85.57552
FOOD SERVICE,99,A,38.2168,-85.587
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1743,-85.8307
FOOD SERVICE,100,A,38.1909,-85.7433
FOOD SERVICE,99,A,38.2519,-85.6513
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.2543,-85.6935
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.932,-85.6703
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,38.2079,-85.8252
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.2079,-85.8252
FOOD SERVICE,80,C,38.2553,-85.7574
FOOD SERVICE,95,A,38.2332,-85.9731
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2142,-85.7831
FOOD SERVICE,100,A,38.254,-85.6623
FOOD SERVICE (HOSPITAL / NURSING HOME,99,A,38.2576,-85.6659
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2535,-85.6621
FOOD SERVICE,92,A,38.2463,-85.7617
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.155,-85.6592
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.4443,-85.3268
FOOD SERVICE,100,A,38.2539,-85.7476
FOOD SERVICE,100,A,38.2317,-85.64
PRE-PACKAGED RETAIL,96,,38.1139,-85.6908
FOOD SERVICE,95,A,38.2958,-85.6256
FOOD SERVICE,96,A,38.2879,-85.5773
FOOD SERVICE,90,C,38.3112,-85.5802
FOOD SERVICE,96,A,38.1898,-85.5657
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.121,-85.8565
PRE-PACKAGED RETAIL,100,,38.2644,-85.6692
PRE-PACKAGED RETAIL,100,,38.1968,-85.7681
FOOD SERVICE,100,A,38.3059,-85.5774
RETAIL BAKERY,97,,38.2962,-85.5575
FOOD SERVICE,86,C,38.3082,-85.5769
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.2039,-85.8314
FOOD SERVICE,95,A,38.2246,-85.6944
FOOD SERVICE,93,A,38.14,-85.375
FOOD SERVICE,98,A,38.2525,-85.6529
FOOD SERVICE,96,A,38.2136,-85.5922
FOOD SERVICE,95,A,38.22,-85.6276
FOOD SERVICE,97,A,38.1982,-85.5705
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.1253,-85.7491
PRE-PACKAGED RETAIL,96,,38.1575,-85.709
"RETAIL-FOOD  10,001 SQ FT OR OVER",99,,38.1438,-85.6724
FOOD SERVICE,98,A,38.283,-85.9698
FOOD SERVICE,98,A,38.2511,-81.7796
PRE-PACKAGED RETAIL,97,,38.2116,-85.7972
"RETAIL-FOOD  10,001 SQ FT OR OVER",100,,38.1677,-85.8259
FOOD SERVICE,98,A,38.2479,-85.7306
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1485,-85.6605
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.1485,-85.6605
PRE-PACKAGED RETAIL,,,38.2718,-85.819
FOOD SERVICE,,,38.1315,-85.6824
PRE-PACKAGED RETAIL,,,38.215,-85.7954
PRE-PACKAGED RETAIL,,,38.215,-85.7954
FOOD SERVICE,,,38.174,0
FOOD SERVICE,,,38.2348,-85.7178
FOOD SERVICE,,,38.22053,-85.58385
FOOD SERVICE,,,38.174,0
"RETAIL-FOOD  10,001 SQ FT OR OVER",,,38.2271,-85.8067
FOOD SERVICE,,,38.249,-85.7979
PRE-PACKAGED RETAIL,,,38.269,-85.7947
PRE-PACKAGED RETAIL,,,38.269,-85.7947
FOOD SERVICE,,,38.1088,-85.8654
FOOD SERVICE,,,38.1443,-85.8714
FOOD SERVICE,,,38.2143,-85.5933
FOOD SERVICE,100,A,38.2501,-85.6257
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2475,0
FOOD SERVICE,100,A,38.1379,-85.6669
FOOD SERVICE,94,A,38.1973,-85.7825
FOOD SERVICE,97,A,38.2715,-85.5694
FOOD SERVICE,96,A,38.1626,-85.8327
FOOD SERVICE,97,A,38.1227,0
FOOD SERVICE,95,A,38.1965,-85.8406
FOOD SERVICE,98,A,38.2481,-85.7576
FOOD SERVICE,100,A,38.2356,-85.7161
FOOD SERVICE,98,A,38.2354,-85.7172
FOOD SERVICE,97,A,38.2167,-85.7453
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2077,-85.7147
FOOD SERVICE,96,A,38.205,-85.5791
FOOD SERVICE,100,A,38.1293,-85.6797
FOOD SERVICE,91,A,38.2867,-85.5702
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2578,-85.8234
FOOD SERVICE,99,A,38.1388,-85.6828
FOOD SERVICE,98,A,38.1384,-85.6783
FOOD SERVICE,98,A,38.2976,-85.4844
FOOD SERVICE,97,A,38.2897,-85.5093
FOOD SERVICE,93,A,38.2228,-85.6685
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.2479,-85.6234
